ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Dosage,Cost per KG,Delivery Status
1919,108-VN-T01,Pre-PQ Process,SCMS-26190,ASN-2562,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2008,2008-10-03,2008-10-03,3-Oct-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,Capsule,60,18030,26143.5,1.45,0.02,"Aurobindo Unit III, India",True,1114.0,5822.44,41.83,30mg,5.226606822262118,On-Time
7708,106-HT-T01,Pre-PQ Process,SCMS-40310,ASN-3664,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/9/2009,2009-03-24,2009-03-24,24-Mar-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,110,15290.0,139.0,1.39,"Trinity Biotech, Plc",True,78.0,1953.6,29.97,,25.046153846153846,On-Time
5279,108-VN-T01,Pre-PQ Process,SCMS-167,ASN-270,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2006,2007-03-14,2007-03-14,14-Mar-07,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,Tablet,60,98400,329640.0,3.35,0.06,"Ranbaxy, Paonta Shahib, India",True,4300.0,27923.26,,150mg,6.493781395348837,On-Time
7849,114-UG-T01,Pre-PQ Process,SCMS-45660,ASN-4378,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/11/2009,2009-07-06,2009-07-06,6-Jul-09,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,Delayed-release capsules - blister,30,84,1540.56,18.34,0.61,"BMS Meymac, France",True,4.0,390.81,3.02,250mg,97.7025,On-Time
9640,102-GY-T01,Pre-PQ Process,SCMS-18800,ASN-1613,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/13/2008,2008-05-06,2008-05-06,6-May-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,748,23936.0,32.0,1.6,"Trinity Biotech, Plc",True,748.0,3740.04,38.3,,5.000053475935829,On-Time
1360,108-VN-T01,Pre-PQ Process,SCMS-754,ASN-926,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/4/2007,2007-11-23,2007-11-23,23-Nov-07,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,Tablet,30,22500,277425.0,12.33,0.41,"Aurobindo Unit III, India",True,1955.0,16095.39,443.88,600mg,8.232936061381073,On-Time
1245,100-CI-T01,Pre-PQ Process,SCMS-1,ASN-5,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/19/2006,2006-06-27,2006-06-27,27-Jun-06,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,Test kit,40,147,11076.45,75.35,1.88,Bio-Rad Laboratories,True,165.0,1816.57,,,11.009515151515151,On-Time
1347,102-NG-T01,Pre-PQ Process,SCMS-695,ASN-622,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-09-07,2007-09-07,7-Sep-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,3500,280000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,True,1194.0,5858.57,448.0,,4.9066750418760465,On-Time
3294,114-UG-T01,Pre-PQ Process,SCMS-27190,ASN-2391,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/18/2008,2008-09-09,2008-09-09,9-Sep-08,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,Delayed-release capsules - blister,30,50,1183.5,23.67,0.79,"BMS Meymac, France",True,2.0,330.0,1.89,400mg,165.0,On-Time
5114,123-NG-T01,Pre-PQ Process,SCMS-43960,ASN-4533,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/10/2009,2009-09-03,2009-09-03,3-Sep-09,ACT,ACT,MISSIONPHARMA A/S,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Artemether/Lumefantrine,Coartem,Tablet - FDC + blister,540,2000,70420.0,35.21,0.07,"Novartis Pharma Suffern, USA",True,1250.0,17170.07,138.02,20/120mg,13.736056,On-Time
5661,104-CI-T01,Pre-PQ Process,SCMS-19100,ASN-1598,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/18/2008,2008-05-30,2008-05-30,30-May-08,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,Test kit,40,331,25156.0,76.0,1.9,Bio-Rad Laboratories,True,366.0,7915.98,40.25,,21.628360655737705,On-Time
6081,108-VN-T01,Pre-PQ Process,SCMS-31720,ASN-3312,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/21/2008,2009-02-27,2009-02-27,27-Feb-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,Tablet,60,6966,16718.4,2.4,0.04,"Aurobindo Unit III, India",True,1068.0,3894.21,32.77,150mg,3.64626404494382,On-Time
9269,105-GY-T01,Pre-PQ Process,SCMS-123,ASN-78,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-11-08,2006-11-08,8-Nov-06,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,Tablet,60,245,2707.25,11.05,0.18,"Aurobindo Unit III, India",True,13.0,1020.6,,300mg,78.50769230769231,On-Time
391,104-CI-T01,Pre-PQ Process,SCMS-18290,ASN-1879,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/27/2008,2008-06-17,2008-06-17,17-Jun-08,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,Test kit,40,476,36176.0,76.0,1.9,Bio-Rad Laboratories,True,509.0,5446.51,57.88,,10.700412573673871,On-Time
8459,108-VN-T01,Pre-PQ Process,SCMS-23300,ASN-2485,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,2008-10-06,2008-10-06,6-Oct-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,Tablet - FDC,60,9792,72460.8,7.4,0.12,"Cipla, Goa, India",True,836.0,5136.08,115.94,150/200/30mg,6.143636363636364,On-Time
5647,114-UG-T01,Pre-PQ Process,SCMS-18750,ASN-1618,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008,2008-05-22,2008-05-22,22-May-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,Test kit - Ancillary,100,850,8.5,0.01,0.0,Inverness Japan,True,56.0,360.0,0.01,,6.428571428571429,On-Time
3989,100-HT-T01,Pre-PQ Process,SCMS-540,ASN-362,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/4/2007,2007-05-08,2007-05-08,8-May-07,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,125,17375.0,139.0,1.39,"Trinity Biotech, Plc",True,78.0,4702.79,,,60.29217948717949,On-Time
1941,133-NG-T01,Pre-PQ Process,SCMS-27060,ASN-2438,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/18/2008,2008-10-15,2008-10-15,15-Oct-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,Test kit - Ancillary,100,6502,65.02,0.01,0.0,Inverness Japan,True,1927.0,24870.05,0.1,,12.90609756097561,On-Time
5937,108-VN-T01,Pre-PQ Process,SCMS-27340,ASN-2862,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/23/2008,2008-11-21,2008-11-21,21-Nov-08,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,Chewable/dispersible tablet,60,280,1960.0,7.0,0.12,"BMS Meymac, France",True,60.0,1516.05,3.84,25mg,25.2675,On-Time
719,104-CI-T01,Pre-PQ Process,SCMS-29340,ASN-2921,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/3/2008,2009-01-23,2009-01-23,23-Jan-09,ACT,ACT,IDA FOUNDATION,"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 6+6 Tabs",Artesunate+Amodiaquine,Generic,Tablet - FDC + co-blister,12,25000,9750.0,0.39,0.03,Ipca Dadra/Nagar Haveli IN,True,1708.0,12830.91,19.11,50+153mg,7.512242388758782,On-Time
2417,111-MZ-T01,Pre-PQ Process,SCMS-40370,ASN-3857,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2009,2009-05-26,2009-05-26,26-May-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,9000,648000.0,72.0,0.72,Inverness Japan,True,2655.0,25052.69,1270.08,,9.436041431261769,On-Time
551,106-HT-T01,Pre-PQ Process,SCMS-24020,ASN-2865,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/23/2008,2008-11-24,2008-11-24,24-Nov-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,84,11676.0,139.0,1.39,"Trinity Biotech, Plc",True,54.0,871.57,22.88,,16.140185185185185,On-Time
1646,102-GY-T01,Pre-PQ Process,SCMS-18490,ASN-1612,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/28/2008,2008-05-06,2008-05-06,6-May-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,832,26624.0,32.0,1.6,"Trinity Biotech, Plc",True,832.0,3740.04,42.6,,4.495240384615385,On-Time
2767,108-VN-T01,Pre-PQ Process,SCMS-752,ASN-884,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/3/2007,2007-11-08,2007-11-08,8-Nov-07,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,Chewable/dispersible tablet,60,800,5600.0,7.0,0.12,"BMS Meymac, France",True,161.0,2514.05,8.96,25mg,15.615217391304348,On-Time
410,113-ZW-T01,Pre-PQ Process,SCMS-18870,ASN-2434,Zimbabwe,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/17/2008,2008-11-17,2008-11-17,17-Nov-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,1634,117631.66,71.99,0.72,Inverness Japan,True,373.0,4112.46,188.21,,11.025361930294906,On-Time
1306,108-VN-T01,Pre-PQ Process,SCMS-314,ASN-624,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/7/2007,2007-08-24,2007-08-24,24-Aug-07,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,Tablet - FDC,60,25000,187500.0,7.5,0.12,"Cipla, Goa, India",True,2348.0,21439.59,300.0,150/200/30mg,9.131000851788757,On-Time
3808,102-KE-T01,Pre-PQ Process,SCMS-42961,ASN-4648,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2009,2009-08-07,2009-08-28,28-Aug-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,7500,600000.0,80.0,0.8,Inverness Japan,True,2215.0,17974.65,1176.0,,8.114966139954854,Late
1110,104-CI-T01,Pre-PQ Process,SCMS-42230,ASN-4423,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/30/2009,2009-07-22,2009-07-22,22-Jul-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,Capsule,336,400,15344.0,38.36,0.11,ABBVIE (Abbott) Logis. UK,True,175.0,7642.97,30.07,100mg,43.67411428571429,On-Time
5895,108-VN-T01,Pre-PQ Process,SCMS-26370,ASN-2337,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008,2008-09-19,2008-09-19,19-Sep-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,Tablet,30,5040,62294.4,12.36,0.41,Mylan (formerly Matrix) Nashik,True,301.0,4883.46,99.67,300mg,16.224119601328905,On-Time
9253,106-HT-T01,Pre-PQ Process,SCMS-63,ASN-83,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-10-18,2006-10-18,18-Oct-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,500,40000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,True,169.0,1215.84,,,7.194319526627218,On-Time
3,108-VN-T01,Pre-PQ Process,SCMS-13,ASN-85,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-11-14,2006-11-14,14-Nov-06,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,Oral suspension,240,1000,6200.0,6.2,0.03,"Aurobindo Unit III, India",True,358.0,4521.5,,10mg/ml,12.629888268156424,On-Time
10155,102-GY-T01,Pre-PQ Process,SCMS-35540,ASN-3208,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/11/2008,2009-01-30,2009-01-30,30-Jan-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,2086,66752.0,32.0,1.6,"Trinity Biotech, Plc",True,707.0,5926.53,130.83,,8.382644978783592,On-Time
9489,108-VN-T01,Pre-PQ Process,SCMS-14201,ASN-1172,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/21/2007,2008-01-22,2008-01-25,25-Jan-08,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,Tablet,60,600,5028.0,8.38,0.14,"Ranbaxy, Paonta Shahib, India",True,34.0,2127.22,8.04,300mg,62.565294117647056,Late
1861,107-RW-T01,Pre-PQ Process,SCMS-25090,ASN-2256,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008,2008-08-16,2008-08-16,16-Aug-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,340,47260.0,139.0,1.39,"Trinity Biotech, Plc",True,234.0,5446.06,75.62,,23.273760683760685,On-Time
1309,117-ET-T01,Pre-PQ Process,SCMS-360,ASN-201,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/14/2006,2007-01-15,2007-01-15,15-Jan-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,4650,372000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,True,1707.0,24859.45,,,14.563239601640305,On-Time
5551,100-HT-T01,Pre-PQ Process,SCMS-15480,ASN-1403,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2008-03-10,2008-03-10,10-Mar-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,2,278.0,139.0,1.39,"Trinity Biotech, Plc",True,1.0,897.52,0.44,,897.52,On-Time
1198,119-NA-T01,Pre-PQ Process,SCMS-46120,ASN-4659,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/18/2009,2009-09-01,2009-09-01,1-Sep-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,Test kit,25,67,5025.0,75.0,3.0,Chembio Diagnostics Sys. Inc.,True,48.0,401.97,9.85,,8.374375,On-Time
1383,109-TZ-T01,Pre-PQ Process,SCMS-10240,ASN-649,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-09-19,2007-09-19,19-Sep-07,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",True,3336.0,25165.3,320.0,,7.5435551558753,On-Time
4369,108-VN-T01,Pre-PQ Process,SCMS-20400,ASN-2205,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,2008-09-19,2008-09-19,19-Sep-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,Tablet - FDC,60,9600,71040.0,7.4,0.12,"Cipla, Goa, India",True,920.0,7265.05,113.66,150/200/30mg,7.89679347826087,On-Time
6745,102-GY-T01,Pre-PQ Process,SCMS-11650,ASN-763,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/28/2007,2007-09-21,2007-10-08,8-Oct-07,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,442,31819.58,71.99,0.72,Inverness Japan,True,100.0,1928.93,50.91,,19.2893,Late
3386,111-MZ-T01,Pre-PQ Process,SCMS-29440,ASN-2403,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/29/2008,2008-10-03,2008-10-03,3-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,1000,71990.0,71.99,0.72,Inverness Japan,True,296.0,2648.82,115.18,,8.948716216216217,On-Time
4021,108-VN-T01,Pre-PQ Process,SCMS-762,ASN-634,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/4/2007,2007-09-10,2007-09-10,10-Sep-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,1000,82190.0,82.19,0.68,ABBVIE Ludwigshafen Germany,True,226.0,2923.46,131.5,200/50mg,12.93566371681416,On-Time
1281,112-NG-T01,Pre-PQ Process,SCMS-156,ASN-93,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-12-07,2006-12-07,7-Dec-06,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,Tablet,60,894,2994.9,3.35,0.06,"Aurobindo Unit III, India",True,479.0,4861.14,,150mg,10.148517745302716,On-Time
6312,107-RW-T01,Pre-PQ Process,SCMS-38660,ASN-3458,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/18/2009,2009-04-28,2009-03-11,11-Mar-09,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,Test kit,30,3912,88020.0,22.5,0.75,Premier Med. Corp Ltd. India,True,1320.0,15022.74,172.52,,11.380863636363637,On-Time
6519,102-BW-T01,Pre-PQ Process,SCMS-45090,ASN-4215,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/30/2009,2009-07-10,2009-07-10,10-Jul-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,1200,84000.0,70.0,0.7,Inverness Japan,True,274.0,3321.08,164.64,,12.120729927007298,On-Time
3009,102-NG-T01,Pre-PQ Process,SCMS-16900,ASN-1381,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008,2008-03-12,2008-03-10,10-Mar-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,3000,239970.0,79.99,0.8,Inverness Japan,True,861.0,12770.05,383.95,,14.831649245063879,On-Time
284,107-RW-T01,Pre-PQ Process,SCMS-14630,ASN-1253,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/10/2007,2008-01-31,2008-01-31,31-Jan-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,Test kit - Ancillary,100,1500,15.0,0.01,0.0,Inverness Japan,True,99.0,0.75,0.02,,0.007575757575757576,On-Time
5713,104-CI-T01,Pre-PQ Process,SCMS-21270,ASN-1669,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/7/2008,2008-05-09,2008-05-09,9-May-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,250,17997.5,71.99,0.72,Inverness Japan,True,57.0,1796.68,28.8,,31.520701754385968,On-Time
7857,102-BW-T01,Pre-PQ Process,SCMS-46080,ASN-4216,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/18/2009,2009-07-07,2009-07-07,7-Jul-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,15,1050.0,70.0,0.7,Inverness Japan,True,4.0,383.65,2.06,,95.9125,On-Time
5243,104-CI-T01,Pre-PQ Process,SCMS-40,ASN-26,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-08-08,2006-08-08,8-Aug-06,HRDT,HIV test,RANBAXY Fine Chemicals LTD.,"HIV, Reveal G3 Rapid HIV-1 Antibody Test, 30 Tests","HIV, Reveal G3 Rapid HIV-1 Antibody Test",Reveal,Test kit,30,19,551.0,29.0,0.97,Ranbaxy Fine Chemicals LTD,True,13.0,859.53,,,66.11769230769231,On-Time
